var,rtb
0.3137453996368598,0.296922898963651
0.32736480495541725,0.34231628930939895
0.3198464273017334,0.27044723071085786
0.3313684733334299,0.23510706198494957
0.31369552133360235,0.2940436850507926
0.3295469541960482,0.31314059671424554
0.3167413287766033,0.28427290613701794
0.3150099016910483,0.2854704821545777
0.32950347024767096,0.2443914263478546
0.3131058907767661,0.30566364978120464
0.32797181396873387,0.32192359869997156
0.3624454140362606,0.19698095695029805
0.39786257112801227,0.40071549490829783
0.3738022914299049,0.2837621493561986
0.3141072261122658,0.2972852294603834
0.33728903604141475,0.22089202860762347
0.35038402085915654,0.22331897164801973
0.31588121962939186,0.2849849672831648
0.3261391854021189,0.28974883699990905
0.3253502069491325,0.2990440109210495
0.33240117577461087,0.2981772797258455
0.3169251498380861,0.28403226660128467
0.3474373516137739,0.20288699626238804
0.3595123057266925,0.40515937823145975
0.31310000132662225,0.31314884767459383
0.3190571743953936,0.28514043089159613
0.3330142650592504,0.31841978937459503
0.3358186201131916,0.38130291312123665
0.3233060294638144,0.30898138110892726
0.3664519043241866,0.2467829755687596
0.3474361869726292,0.36181960983114836
0.3468581783909549,0.22153785155097938
0.3652961040599471,0.16990770185686
0.32366113817582726,0.3571526880022171
0.38863994609631214,0.1453159341275494
0.42799661354122864,0.11779749652382754
0.35480434968300223,0.32344064901304614
0.31444542751026044,0.28830542701202
0.37436951963638987,0.18166060204391865
0.3544455730896596,0.18970248969028902
0.31760737902679376,0.3429354687969215
0.3847764505915722,0.2153606803896293
0.3226527318912189,0.2544010995732897
0.4376551308192992,0.4069214611649985
0.330100998241451,0.283324681465537
0.33437377219478054,0.377222876952479
0.3344555922337905,0.3023044506405943
0.328334445562113,0.3650538560334675
0.3327198772073824,0.34565365208827603
0.3398558376370832,0.29345136277656114
0.31873515742588115,0.2681083627090197
0.3132122945424677,0.304141449986429
0.36891395392862053,0.22721185995027282
0.31999246641339285,0.31794544615135334
0.3477179161625175,0.39506170080587255
0.31759217077331453,0.3155435989702047
0.34512853893737594,0.36931697766251226
0.3280077359115812,0.2469314793015942
0.3181811964938268,0.2813903220904319
0.31565560574898943,0.2972544605426053
0.3134860670490825,0.2964727001322469
0.38347481772197073,0.33641532577485433
0.3166942816192405,0.33444287928566885
0.3260292081673453,0.26784541870668943
0.37946597441852736,0.35572580342622806
0.31737389408038014,0.2993453888633526
0.3375910677416804,0.2917062695103705
0.37697142177769566,0.27006981975351496
0.31637047289554177,0.30195579878111456
0.367434631652122,0.27695522817321483
0.39913421419109113,0.4092129278679075
0.4565104833769499,0.07688373086897404
0.3131604630903414,0.3009203433466765
0.3407119162185884,0.3605410449895514
0.31475924143623485,0.32778770938715995
0.3230767693805114,0.2601628975310555
0.31544706646327386,0.2995501305228405
0.33163229645033687,0.27119414201465597
0.3248485328310773,0.36193749751191406
0.31460871358921644,0.2942172785625081
0.3523953393925285,0.2702543094296488
0.32213722116728166,0.2577134506539389
0.3185461208553974,0.2712882271138568
0.3266155919193638,0.3626425347461819
0.3751443409981122,0.3731870845771117
0.3142339642398276,0.30803050912966357
0.32012543393783677,0.27552864446490766
0.31512641027031574,0.30789196533486907
0.316243965234065,0.2778437136301459
0.31638310279231,0.2858156759235124
0.37527035640641443,0.25541445319405387
0.33316028651024804,0.3768475893625971
0.3274122169623057,0.24168813178557236
0.32000777049709495,0.2747556152693629
0.3189787177898305,0.345866605394886
0.3280393067136573,0.23969275595344253
0.3228470694610046,0.3060644620496491
0.3254687785801988,0.2836371717540962
0.31456845908062564,0.3251093692033993
0.3455718258655732,0.20480442942318544
0.3695082896351729,0.17440214458038028
0.3426785102260066,0.3827605662624405
0.31401152688443434,0.3231653955532925
0.3417764456603783,0.30463448096850376
0.3148275596177894,0.2962197689190016
0.3593567794705023,0.3477695777312553
0.39706797940071686,0.41019323452891254
0.3476721770778106,0.2167451529606772
0.32289836835346614,0.35344988940418354
0.360719609868896,0.25392666016835475
0.35876322564844415,0.24642573000442614
0.3335255926287144,0.3734983644838279
0.3349056695608258,0.3220537501772629
0.32277057263365827,0.3069703087395139
0.3194472628925201,0.34322145720283137
0.3186709892662499,0.26973524713707886
0.42301985698302885,0.11105650285830793
0.32345969632436766,0.355987818852719
0.3146529822557839,0.3195754292837307
0.3664116283569878,0.19035257305254194
0.3257151394172634,0.35716253859510716
0.37375388601453313,0.27378572824367353
0.31416863436838116,0.3096054267237094
0.4025303385708201,0.3907265450064761
0.32927029215812087,0.3333266452533712
0.3132240597467207,0.3054036777597613
0.32091565064254146,0.32084224396440386
0.3148002881301159,0.32919699424904403
0.32332713441683164,0.29484834235264024
0.3224519391575818,0.2882992500481527
0.36867611436393327,0.265481671467374
0.34627012120394,0.3627316809495429
0.33891082149569873,0.38371396788682843
0.3177602471186748,0.27327157876618613
0.34486136337626294,0.21073261126526366
0.34558844985906356,0.25786011071102344
0.3885257200514425,0.1922488276751817
0.3243126340944111,0.27305792888755565
0.38206672389779767,0.404882112723699
0.33233514017709037,0.3680864595128308
0.3351382266831796,0.27347912659500695
0.32704806201741576,0.2755439737307048
0.3375280772350733,0.2398281623539329
0.3256826890688059,0.2990400223772465
0.3506043264318648,0.2757826586353984
0.32042693931818755,0.2808165096829873
0.37049618127379463,0.25251702435003254
0.3580807442871904,0.3174756679718984
0.3519076197596014,0.23816326556797973
0.40714445784263537,0.13144838032500683
0.3700807942504206,0.32851767543795773
0.32354116307706454,0.2973099741408156
0.32436944845532395,0.33719009847623016
0.44902941525692514,0.06962284880069314
0.3712837251879671,0.1870940726439756
0.37449254751805205,0.2455468787606967
0.32573672998595343,0.36331203741253826
0.3237889509586127,0.3175373123102523
0.3424603614938191,0.21402428294066822
0.3255783598989503,0.27411841370081147
0.343427289390237,0.38817780945835834
0.44577201875923417,0.09447063832310931
0.3503101541005078,0.22675884917154931
0.31452765450755454,0.2873519061431675
0.3139051357965343,0.3245585858683646
0.3312613317976352,0.2620119880329148
0.31621762501400996,0.3205106604590584
0.3352608851338712,0.2263762769379729
0.31453445965763643,0.32515374183461554
0.31374165068170284,0.3192288296599366
0.3190949452507716,0.3474216263402199
0.3826189357929282,0.16699781591273322
0.35358564459646297,0.1975353744735695
0.33993274307402793,0.38321356016396124
0.3450832561946186,0.30410666280760834
0.33073407932041854,0.24829788665059271
0.37470741057436496,0.27114808844525196
0.3156564186710464,0.3309962620350362
0.3481996944414481,0.26007723863375154
0.3553774774133636,0.24835352775995823
0.33122603218690905,0.24970529663810037
