open,high,low,last,close,volume,date,symbol,exchange
110.53,111.25,110.32,110.385,110.34,575.0,2020-09-18T13:30:00+0000,AAPL,IEXG
109.82,112.18,108.7,110.49,112.13,1560574.0,2020-09-17T20:20:00+0000,AAPL,IEXG
109.82,112.18,108.7,110.46,112.13,1560415.0,2020-09-17T20:05:00+0000,AAPL,IEXG
109.82,112.18,108.7,110.41,112.13,1560402.0,2020-09-17T20:00:00+0000,AAPL,IEXG
109.82,112.18,108.7,110.42,112.13,1525533.0,2020-09-17T19:55:00+0000,AAPL,IEXG
109.82,112.18,108.7,109.985,112.13,1473434.0,2020-09-17T19:45:00+0000,AAPL,IEXG
109.82,112.18,108.7,109.125,112.13,1433403.0,2020-09-17T19:30:00+0000,AAPL,IEXG
109.82,112.18,108.7,109.43,112.13,1416511.0,2020-09-17T19:25:00+0000,AAPL,IEXG
109.82,112.18,108.7,109.67,112.13,1408502.0,2020-09-17T19:20:00+0000,AAPL,IEXG
109.82,112.18,108.7,109.825,112.13,1402141.0,2020-09-17T19:15:00+0000,AAPL,IEXG
109.82,112.18,108.7,109.15,112.13,1396440.0,2020-09-17T19:10:00+0000,AAPL,IEXG
109.82,112.18,108.7,109.01,112.13,1385424.0,2020-09-17T19:05:00+0000,AAPL,IEXG
109.82,112.18,108.7,109.42,112.13,1372240.0,2020-09-17T19:00:00+0000,AAPL,IEXG
109.82,112.18,108.7,109.52,112.13,1363231.0,2020-09-17T18:55:00+0000,AAPL,IEXG
109.82,112.18,108.7,109.485,112.13,1348831.0,2020-09-17T18:50:00+0000,AAPL,IEXG
109.82,112.18,108.7,109.31,112.13,1341603.0,2020-09-17T18:45:00+0000,AAPL,IEXG
109.82,112.18,108.7,109.21,112.13,1334572.0,2020-09-17T18:40:00+0000,AAPL,IEXG
109.82,112.18,108.7,109.38,112.13,1316917.0,2020-09-17T18:35:00+0000,AAPL,IEXG
109.82,112.18,108.7,109.485,112.13,1304784.0,2020-09-17T18:30:00+0000,AAPL,IEXG
109.82,112.18,108.7,109.975,112.13,1298324.0,2020-09-17T18:25:00+0000,AAPL,IEXG
109.82,112.18,108.7,110.13,112.13,1293443.0,2020-09-17T18:20:00+0000,AAPL,IEXG
109.82,112.18,108.7,110.38,112.13,1284447.0,2020-09-17T18:15:00+0000,AAPL,IEXG
109.82,112.18,108.7,110.265,112.13,1276211.0,2020-09-17T18:10:00+0000,AAPL,IEXG
109.82,112.18,108.7,110.12,112.13,1260793.0,2020-09-17T18:05:00+0000,AAPL,IEXG
109.82,112.18,108.7,109.93,112.13,1254236.0,2020-09-17T18:00:00+0000,AAPL,IEXG
109.82,112.18,108.7,110.02,112.13,1239117.0,2020-09-17T17:55:00+0000,AAPL,IEXG
109.82,112.18,108.7,110.09,112.13,1236118.0,2020-09-17T17:50:00+0000,AAPL,IEXG
109.82,112.18,108.7,110.35,112.13,1232618.0,2020-09-17T17:45:00+0000,AAPL,IEXG
109.82,112.18,108.7,110.18,112.13,1223697.0,2020-09-17T17:35:00+0000,AAPL,IEXG
109.82,112.18,108.7,109.79,112.13,1217306.0,2020-09-17T17:30:00+0000,AAPL,IEXG
109.82,112.18,108.7,109.65,112.13,1211843.0,2020-09-17T17:25:00+0000,AAPL,IEXG
109.82,112.18,108.7,109.9,112.13,1197372.0,2020-09-17T17:15:00+0000,AAPL,IEXG
109.82,112.18,108.7,109.495,112.13,1184190.0,2020-09-17T17:05:00+0000,AAPL,IEXG
109.82,112.18,108.7,109.735,112.13,1092194.0,2020-09-17T17:00:00+0000,AAPL,IEXG
109.82,112.18,108.7,109.46,112.13,990938.0,2020-09-17T16:55:00+0000,AAPL,IEXG
109.82,112.18,108.7,109.21,112.13,862962.0,2020-09-17T16:50:00+0000,AAPL,IEXG
109.82,112.18,108.7,109.66,112.13,846007.0,2020-09-17T16:45:00+0000,AAPL,IEXG
109.82,112.18,108.7,109.83,112.13,837314.0,2020-09-17T16:40:00+0000,AAPL,IEXG
109.82,112.18,108.7,109.605,112.13,802476.0,2020-09-17T16:35:00+0000,AAPL,IEXG
109.82,112.18,108.7,109.78,112.13,779427.0,2020-09-17T16:30:00+0000,AAPL,IEXG
109.82,112.18,108.7,109.56,112.13,768046.0,2020-09-17T16:25:00+0000,AAPL,IEXG
109.82,112.18,108.7,109.745,112.13,739797.0,2020-09-17T16:20:00+0000,AAPL,IEXG
109.82,112.18,108.7,109.69,112.13,728838.0,2020-09-17T16:15:00+0000,AAPL,IEXG
109.82,112.18,108.7,110.24,112.13,705201.0,2020-09-17T16:10:00+0000,AAPL,IEXG
109.82,112.18,108.7,110.56,112.13,687198.0,2020-09-17T16:05:00+0000,AAPL,IEXG
109.82,112.18,108.7,110.255,112.13,658085.0,2020-09-17T16:00:00+0000,AAPL,IEXG
109.82,112.18,108.7,110.64,112.13,648655.0,2020-09-17T15:55:00+0000,AAPL,IEXG
109.82,112.18,108.7,110.78,112.13,632629.0,2020-09-17T15:50:00+0000,AAPL,IEXG
109.82,112.18,108.7,110.86,112.13,622693.0,2020-09-17T15:45:00+0000,AAPL,IEXG
109.82,112.18,108.7,111.185,112.13,605919.0,2020-09-17T15:40:00+0000,AAPL,IEXG
109.82,112.18,108.7,111.32,112.13,597874.0,2020-09-17T15:35:00+0000,AAPL,IEXG
109.82,112.18,108.7,111.48,112.13,589845.0,2020-09-17T15:25:00+0000,AAPL,IEXG
109.82,112.18,108.7,111.68,112.13,583641.0,2020-09-17T15:20:00+0000,AAPL,IEXG
109.82,111.99,108.7,111.98,112.13,559942.0,2020-09-17T15:15:00+0000,AAPL,IEXG
109.82,111.825,108.7,111.56,112.13,538405.0,2020-09-17T15:10:00+0000,AAPL,IEXG
109.82,111.75,108.7,111.66,112.13,527789.0,2020-09-17T15:05:00+0000,AAPL,IEXG
109.82,111.515,108.7,110.945,112.13,494629.0,2020-09-17T15:00:00+0000,AAPL,IEXG
109.82,111.515,108.7,111.445,112.13,477428.0,2020-09-17T14:55:00+0000,AAPL,IEXG
109.82,111.18,108.7,110.885,112.13,436574.0,2020-09-17T14:45:00+0000,AAPL,IEXG
109.82,111.18,108.7,110.28,112.13,426456.0,2020-09-17T14:40:00+0000,AAPL,IEXG
109.82,111.18,108.7,110.32,112.13,416959.0,2020-09-17T14:35:00+0000,AAPL,IEXG
109.82,111.18,108.7,110.0,112.13,402608.0,2020-09-17T14:30:00+0000,AAPL,IEXG
109.82,111.18,108.7,111.045,112.13,366643.0,2020-09-17T14:20:00+0000,AAPL,IEXG
109.82,111.18,108.7,110.97,112.13,349144.0,2020-09-17T14:15:00+0000,AAPL,IEXG
109.82,110.83,108.7,110.8,112.13,333750.0,2020-09-17T14:10:00+0000,AAPL,IEXG
109.82,110.83,108.7,110.6,112.13,316246.0,2020-09-17T14:05:00+0000,AAPL,IEXG
109.82,110.83,108.7,110.32,112.13,301119.0,2020-09-17T14:00:00+0000,AAPL,IEXG
109.82,110.73,108.7,110.66,112.13,272872.0,2020-09-17T13:55:00+0000,AAPL,IEXG
109.82,110.21,108.7,109.77,112.13,229913.0,2020-09-17T13:50:00+0000,AAPL,IEXG
109.82,110.21,108.7,109.75,112.13,215359.0,2020-09-17T13:45:00+0000,AAPL,IEXG
109.82,110.21,108.7,109.605,112.13,189723.0,2020-09-17T13:40:00+0000,AAPL,IEXG
109.82,109.97,108.7,109.24,112.13,158144.0,2020-09-17T13:35:00+0000,AAPL,IEXG
109.82,109.97,108.7,109.645,112.13,7455.0,2020-09-17T13:30:00+0000,AAPL,IEXG
109.82,109.97,108.7,109.16,112.13,7315.0,2020-09-17T13:25:00+0000,AAPL,IEXG
109.82,109.97,108.78,108.93,112.13,5920.0,2020-09-17T13:10:00+0000,AAPL,IEXG
109.82,109.97,108.91,108.91,112.13,4599.0,2020-09-17T13:05:00+0000,AAPL,IEXG
114.76,115.955,112.02,112.39,115.54,1112264.0,2020-09-16T20:30:00+0000,AAPL,IEXG
114.76,115.955,112.02,112.37,115.54,1112259.0,2020-09-16T20:20:00+0000,AAPL,IEXG
114.76,115.955,112.02,112.33,115.54,1112103.0,2020-09-16T20:10:00+0000,AAPL,IEXG
114.76,115.955,112.21,112.285,115.54,1083813.0,2020-09-16T19:55:00+0000,AAPL,IEXG
114.76,115.955,112.22,112.82,115.54,1059161.0,2020-09-16T19:50:00+0000,AAPL,IEXG
114.76,115.955,112.22,112.635,115.54,1035170.0,2020-09-16T19:45:00+0000,AAPL,IEXG
114.76,115.955,112.22,112.375,115.54,986773.0,2020-09-16T19:40:00+0000,AAPL,IEXG
114.76,115.955,112.22,112.645,115.54,966956.0,2020-09-16T19:35:00+0000,AAPL,IEXG
114.76,115.955,112.5,112.6,115.54,937726.0,2020-09-16T19:30:00+0000,AAPL,IEXG
114.76,115.955,112.5,112.725,115.54,925937.0,2020-09-16T19:25:00+0000,AAPL,IEXG
114.76,115.955,112.5,113.07,115.54,916886.0,2020-09-16T19:20:00+0000,AAPL,IEXG
114.76,115.955,112.5,112.78,115.54,889014.0,2020-09-16T19:15:00+0000,AAPL,IEXG
114.76,115.955,112.765,112.915,115.54,876587.0,2020-09-16T19:10:00+0000,AAPL,IEXG
114.76,115.955,112.765,113.235,115.54,859952.0,2020-09-16T19:05:00+0000,AAPL,IEXG
114.76,115.955,112.765,113.22,115.54,856068.0,2020-09-16T19:00:00+0000,AAPL,IEXG
114.76,115.955,112.765,113.59,115.54,838091.0,2020-09-16T18:50:00+0000,AAPL,IEXG
114.76,115.955,112.765,113.85,115.54,830616.0,2020-09-16T18:45:00+0000,AAPL,IEXG
114.76,115.955,112.765,114.24,115.54,823016.0,2020-09-16T18:40:00+0000,AAPL,IEXG
114.76,115.955,112.765,114.15,115.54,804120.0,2020-09-16T18:30:00+0000,AAPL,IEXG
114.76,115.955,112.765,113.98,115.54,790987.0,2020-09-16T18:25:00+0000,AAPL,IEXG
114.76,115.955,112.765,114.34,115.54,780274.0,2020-09-16T18:20:00+0000,AAPL,IEXG
114.76,115.955,112.765,113.97,115.54,761949.0,2020-09-16T18:15:00+0000,AAPL,IEXG
114.76,115.955,112.765,113.51,115.54,743801.0,2020-09-16T18:10:00+0000,AAPL,IEXG
114.76,115.955,112.765,113.55,115.54,720888.0,2020-09-16T18:05:00+0000,AAPL,IEXG
114.76,115.955,112.765,112.9,115.54,679417.0,2020-09-16T17:50:00+0000,AAPL,IEXG
114.76,115.955,112.765,113.12,115.54,673563.0,2020-09-16T17:45:00+0000,AAPL,IEXG
114.76,115.955,112.825,112.935,115.54,660727.0,2020-09-16T17:40:00+0000,AAPL,IEXG
114.76,115.955,112.825,113.055,115.54,650568.0,2020-09-16T17:35:00+0000,AAPL,IEXG
114.76,115.955,112.825,113.105,115.54,632499.0,2020-09-16T17:30:00+0000,AAPL,IEXG
114.76,115.955,112.925,113.05,115.54,624262.0,2020-09-16T17:25:00+0000,AAPL,IEXG
114.76,115.955,112.925,113.095,115.54,618738.0,2020-09-16T17:20:00+0000,AAPL,IEXG
114.76,115.955,112.925,113.23,115.54,609184.0,2020-09-16T17:15:00+0000,AAPL,IEXG
114.76,115.955,113.05,113.175,115.54,598469.0,2020-09-16T17:10:00+0000,AAPL,IEXG
114.76,115.955,113.15,113.315,115.54,587830.0,2020-09-16T17:05:00+0000,AAPL,IEXG
114.76,115.955,113.15,113.36,115.54,572006.0,2020-09-16T16:55:00+0000,AAPL,IEXG
114.76,115.955,113.18,113.295,115.54,542961.0,2020-09-16T16:45:00+0000,AAPL,IEXG
114.76,115.955,113.28,113.45,115.54,521317.0,2020-09-16T16:40:00+0000,AAPL,IEXG
114.76,115.955,113.35,113.52,115.54,512167.0,2020-09-16T16:35:00+0000,AAPL,IEXG
114.76,115.955,113.35,113.685,115.54,504573.0,2020-09-16T16:30:00+0000,AAPL,IEXG
114.76,115.955,113.35,113.5,115.54,498956.0,2020-09-16T16:25:00+0000,AAPL,IEXG
114.76,115.955,113.35,113.545,115.54,491894.0,2020-09-16T16:20:00+0000,AAPL,IEXG
114.76,115.955,113.35,113.615,115.54,485891.0,2020-09-16T16:15:00+0000,AAPL,IEXG
114.76,115.955,113.35,113.74,115.54,478824.0,2020-09-16T16:10:00+0000,AAPL,IEXG
114.76,115.955,113.35,113.685,115.54,467104.0,2020-09-16T16:05:00+0000,AAPL,IEXG
114.76,115.955,113.35,113.71,115.54,431177.0,2020-09-16T16:00:00+0000,AAPL,IEXG
114.76,115.955,113.35,113.79,115.54,419233.0,2020-09-16T15:55:00+0000,AAPL,IEXG
114.76,115.955,113.35,113.925,115.54,407202.0,2020-09-16T15:50:00+0000,AAPL,IEXG
114.76,115.955,113.35,114.14,115.54,399651.0,2020-09-16T15:45:00+0000,AAPL,IEXG
114.76,115.955,113.35,114.17,115.54,385220.0,2020-09-16T15:40:00+0000,AAPL,IEXG
114.76,115.955,113.35,114.23,115.54,373919.0,2020-09-16T15:35:00+0000,AAPL,IEXG
114.76,115.955,113.35,114.15,115.54,364711.0,2020-09-16T15:30:00+0000,AAPL,IEXG
114.76,115.955,113.35,114.13,115.54,357058.0,2020-09-16T15:25:00+0000,AAPL,IEXG
114.76,115.955,113.35,114.185,115.54,349994.0,2020-09-16T15:20:00+0000,AAPL,IEXG
114.76,115.955,113.35,114.165,115.54,343248.0,2020-09-16T15:15:00+0000,AAPL,IEXG
114.76,115.955,113.35,113.95,115.54,338280.0,2020-09-16T15:10:00+0000,AAPL,IEXG
114.76,115.955,113.35,114.04,115.54,330920.0,2020-09-16T15:05:00+0000,AAPL,IEXG
114.76,115.955,113.35,113.845,115.54,316263.0,2020-09-16T14:55:00+0000,AAPL,IEXG
114.76,115.955,113.68,113.795,115.54,267788.0,2020-09-16T14:45:00+0000,AAPL,IEXG
118.33,118.829,113.61,115.54,115.355,182985051.0,2020-09-16T00:00:00+0000,AAPL,IEXG
118.0,118.79,113.65,115.39,115.355,1000170.0,2020-09-15T20:55:00+0000,AAPL,IEXG
118.0,118.79,113.65,115.37,115.355,1000080.0,2020-09-15T20:50:00+0000,AAPL,IEXG
118.0,118.79,113.65,115.52,115.355,999986.0,2020-09-15T20:20:00+0000,AAPL,IEXG
118.0,118.79,113.65,115.43,115.355,911204.0,2020-09-15T19:55:00+0000,AAPL,IEXG
118.0,118.79,113.65,114.77,115.355,890297.0,2020-09-15T19:50:00+0000,AAPL,IEXG
118.0,118.79,113.65,114.5,115.355,882617.0,2020-09-15T19:45:00+0000,AAPL,IEXG
118.0,118.79,113.65,114.275,115.355,876599.0,2020-09-15T19:40:00+0000,AAPL,IEXG
118.0,118.79,113.65,114.75,115.355,862824.0,2020-09-15T19:30:00+0000,AAPL,IEXG
118.0,118.79,113.65,114.295,115.355,858610.0,2020-09-15T19:25:00+0000,AAPL,IEXG
118.0,118.79,113.65,114.13,115.355,854964.0,2020-09-15T19:20:00+0000,AAPL,IEXG
118.0,118.79,113.65,113.8,115.355,838855.0,2020-09-15T19:15:00+0000,AAPL,IEXG
118.0,118.79,113.65,114.15,115.355,779429.0,2020-09-15T19:10:00+0000,AAPL,IEXG
118.0,118.79,115.0,115.31,115.355,693652.0,2020-09-15T19:00:00+0000,AAPL,IEXG
118.0,118.79,115.0,115.51,115.355,684109.0,2020-09-15T18:55:00+0000,AAPL,IEXG
118.0,118.79,115.0,115.63,115.355,681878.0,2020-09-15T18:50:00+0000,AAPL,IEXG
118.0,118.79,115.0,115.605,115.355,656852.0,2020-09-15T18:40:00+0000,AAPL,IEXG
118.0,118.79,115.0,115.055,115.355,648182.0,2020-09-15T18:35:00+0000,AAPL,IEXG
118.0,118.79,115.12,115.81,115.355,606301.0,2020-09-15T18:20:00+0000,AAPL,IEXG
118.0,118.79,115.12,115.975,115.355,599219.0,2020-09-15T18:15:00+0000,AAPL,IEXG
118.0,118.79,115.12,115.2,115.355,571993.0,2020-09-15T18:10:00+0000,AAPL,IEXG
118.0,118.79,115.685,116.83,115.355,538137.0,2020-09-15T18:00:00+0000,AAPL,IEXG
118.0,118.79,115.685,117.045,115.355,525998.0,2020-09-15T17:55:00+0000,AAPL,IEXG
118.0,118.79,115.685,117.215,115.355,524523.0,2020-09-15T17:50:00+0000,AAPL,IEXG
118.0,118.79,115.685,117.03,115.355,518168.0,2020-09-15T17:45:00+0000,AAPL,IEXG
118.0,118.79,115.685,117.135,115.355,514571.0,2020-09-15T17:40:00+0000,AAPL,IEXG
