index_INTC,open_INTC,high_INTC,low_INTC,close_INTC,index_AAPL,open_AAPL,high_AAPL,low_AAPL,close_AAPL,index_NKE,open_NKE,high_NKE,low_NKE,close_NKE
1.0,0.49349838787162054,0.5037833661152539,0.4849390476464289,0.49089378723673677,1.0,0.49349838787162054,0.5037833661152539,0.4849390476464289,0.49089378723673677,1.0,0.49349838787162054,0.5037833661152539,0.4849390476464289,0.49089378723673677
0.49349838787162054,1.0,0.9765068026277864,0.9807914100756048,0.9870657416123296,0.49349838787162065,1.0,0.9765068026277864,0.9807914100756048,0.9870657416123296,0.49349838787162065,1.0,0.9765068026277864,0.9807914100756048,0.9870657416123296
0.5037833661152539,0.9765068026277864,1.0,0.9576453209152277,0.9679376249201607,0.5037833661152539,0.9765068026277864,1.0,0.9576453209152277,0.9679376249201607,0.5037833661152539,0.9765068026277864,1.0,0.9576453209152277,0.9679376249201607
0.4849390476464289,0.9807914100756048,0.9576453209152277,1.0,0.9753489497810262,0.4849390476464289,0.9807914100756048,0.9576453209152278,1.0,0.9753489497810262,0.4849390476464289,0.9807914100756048,0.9576453209152278,1.0,0.9753489497810262
0.49089378723673677,0.9870657416123296,0.9679376249201607,0.9753489497810262,1.0,0.49089378723673693,0.9870657416123294,0.9679376249201607,0.9753489497810263,1.0,0.49089378723673693,0.9870657416123294,0.9679376249201607,0.9753489497810263,1.0
1.0,0.49349838787162065,0.5037833661152539,0.4849390476464289,0.49089378723673693,1.0,0.49349838787162054,0.5037833661152539,0.4849390476464289,0.49089378723673677,1.0,0.49349838787162054,0.5037833661152539,0.4849390476464289,0.49089378723673677
0.49349838787162054,1.0,0.9765068026277864,0.9807914100756048,0.9870657416123294,0.49349838787162054,1.0,0.9765068026277864,0.9807914100756048,0.9870657416123296,0.49349838787162065,1.0,0.9765068026277864,0.9807914100756048,0.9870657416123296
0.5037833661152539,0.9765068026277864,1.0,0.9576453209152278,0.9679376249201607,0.5037833661152539,0.9765068026277864,1.0,0.9576453209152277,0.9679376249201607,0.5037833661152539,0.9765068026277864,1.0,0.9576453209152277,0.9679376249201607
0.4849390476464289,0.9807914100756048,0.9576453209152277,1.0,0.9753489497810263,0.4849390476464289,0.9807914100756048,0.9576453209152277,1.0,0.9753489497810262,0.4849390476464289,0.9807914100756048,0.9576453209152278,1.0,0.9753489497810262
0.49089378723673677,0.9870657416123296,0.9679376249201607,0.9753489497810262,1.0,0.49089378723673677,0.9870657416123296,0.9679376249201607,0.9753489497810262,1.0,0.49089378723673693,0.9870657416123294,0.9679376249201607,0.9753489497810263,1.0
1.0,0.49349838787162065,0.5037833661152539,0.4849390476464289,0.49089378723673693,1.0,0.49349838787162065,0.5037833661152539,0.4849390476464289,0.49089378723673693,1.0,0.49349838787162054,0.5037833661152539,0.4849390476464289,0.49089378723673677
0.49349838787162054,1.0,0.9765068026277864,0.9807914100756048,0.9870657416123294,0.49349838787162054,1.0,0.9765068026277864,0.9807914100756048,0.9870657416123294,0.49349838787162054,1.0,0.9765068026277864,0.9807914100756048,0.9870657416123296
0.5037833661152539,0.9765068026277864,1.0,0.9576453209152278,0.9679376249201607,0.5037833661152539,0.9765068026277864,1.0,0.9576453209152278,0.9679376249201607,0.5037833661152539,0.9765068026277864,1.0,0.9576453209152277,0.9679376249201607
0.4849390476464289,0.9807914100756048,0.9576453209152277,1.0,0.9753489497810263,0.4849390476464289,0.9807914100756048,0.9576453209152277,1.0,0.9753489497810263,0.4849390476464289,0.9807914100756048,0.9576453209152277,1.0,0.9753489497810262
0.49089378723673677,0.9870657416123296,0.9679376249201607,0.9753489497810262,1.0,0.49089378723673677,0.9870657416123296,0.9679376249201607,0.9753489497810262,1.0,0.49089378723673677,0.9870657416123296,0.9679376249201607,0.9753489497810262,1.0
