date,open,close,high,low
2018-06-04,191.96625,192.1225,192.98125000000002,190.8875
2018-06-11,236.79125,236.26875,238.90750000000003,235.13
2018-06-18,231.41750000000002,230.8725,233.28125,229.65500000000003
2018-06-25,231.7875,231.51000000000002,234.05875000000003,230.34999999999997
2018-07-02,187.2875,188.13500000000002,189.03,186.46624999999997
2018-07-09,237.65125,238.16750000000002,239.52375,236.67000000000002
2018-07-16,239.03125,239.605,240.665,237.88499999999996
2018-07-23,241.23375,240.005,242.3,239.37500000000003
2018-07-30,256.1075,258.28499999999997,258.71125,252.45499999999998
2018-08-06,259.66625000000005,260.57,262.1625,258.345
2018-08-13,267.83625,267.2775,269.22125,263.725
2018-08-20,271.9275,273.0675,273.705,270.51875
2018-08-27,226.46625,227.1625,227.815,224.67499999999998
2018-09-03,278.11125,276.91,281.88375,273.955
2018-09-10,276.8275,276.185,280.72125,273.91
2018-09-17,274.77625,275.27250000000004,277.6875,273.19624999999996
2018-09-24,283.56374999999997,284.8325,286.27125,280.65500000000003
2018-10-01,282.47625,279.8275,285.60125,278.50375
2018-10-08,274.4125,274.3175,278.1575,269.47125
2018-10-15,273.46750000000003,273.435,278.6325,269.48499999999996
2018-10-22,270.27625,270.125,275.28499999999997,264.92249999999996
2018-10-29,260.23,261.2525,266.36375,255.6775
2018-11-05,250.01,246.54000000000002,254.18874999999997,245.01625
2018-11-12,231.7675,231.125,237.4875,227.82750000000001
2018-11-19,180.4775,180.9975,185.67,172.885
2018-11-26,226.08625,224.08250000000004,228.49249999999998,220.58624999999998
2018-12-03,213.04125,212.63500000000002,216.63875,208.475
2018-12-10,208.94875,206.84624999999997,212.22125,204.8525
2018-12-17,190.125,189.76749999999998,197.45625,186.27874999999997
2018-12-24,157.12125,157.4075,158.87875,154.0725
2018-12-31,147.855,148.7175,149.39125,145.475
2019-01-07,189.80374999999998,190.6175,192.23875,187.70375
2019-01-14,155.39625,156.11,157.10125,153.79000000000002
2019-01-21,193.81124999999997,193.84125,196.0,190.78625
2019-01-28,209.53250000000003,210.92375,212.62,204.95375
2019-02-04,214.33375,213.9775,226.72125,212.5
2019-02-11,170.73499999999999,170.44875,171.52,169.715
2019-02-18,215.47625000000002,216.07125,217.5825,213.95374999999999
2019-02-25,218.36874999999998,218.5625,219.72000000000003,216.3825
2019-03-04,218.6125,219.95500000000004,221.7225,216.29500000000002
2019-03-11,231.305,231.56624999999997,232.77125,229.49
2019-03-18,238.71,237.47,242.11625,234.48999999999998
2019-03-25,237.47125,238.09999999999997,238.87624999999997,230.04125
2019-04-01,245.3625,246.90999999999997,248.0875,244.01375000000002
2019-04-08,249.18125,249.22750000000002,251.30125,247.08249999999998
2019-04-15,202.685,204.58375,204.2175,201.73
2019-04-22,256.6275,255.55625,258.785,253.9475
2019-04-29,260.21125,260.70000000000005,265.65,255.695
2019-05-06,243.46875,243.80624999999998,249.83874999999998,240.20750000000004
2019-05-13,232.6425,233.9425,237.47,228.735
2019-05-20,179.42999999999998,179.02249999999998,181.26375000000002,178.2425
2019-05-27,222.35375,222.16875,225.10500000000002,218.46874999999994
2019-06-03,237.7375,239.25625000000002,241.18375000000003,235.6775
2019-06-10,243.65125,244.48250000000002,246.8125,241.78999999999996
2019-06-17,248.6775,247.05374999999998,249.66625,246.23000000000002
2019-06-24,250.30749999999998,250.43624999999997,252.4725,247.92624999999998
2019-07-01,201.84875,202.22625,203.61625,197.12124999999997
2019-07-08,254.17,254.3975,256.01250000000005,252.89499999999998
2019-07-15,256.48249999999996,256.85,258.39375,254.69125
2019-07-22,260.76375,260.5775,262.2675,252.83375
2019-07-29,257.53125,253.86374999999998,265.2225,251.94875
2019-08-05,249.40875,253.27625,254.53,246.77874999999997
2019-08-12,258.03375,257.8675,262.085,254.69875000000002
2019-08-19,260.4925,259.655,265.44375,257.09250000000003
2019-08-26,207.80499999999998,207.8575,208.57374999999996,205.53
2019-09-02,265.77375,266.65375,267.75875,262.23
2019-09-09,275.095,276.46,279.1675,272.005
2019-09-16,276.0125,274.66375,278.15749999999997,270.35249999999996
2019-09-23,276.2475,277.0125,279.1425,273.585
2019-09-30,279.745,279.58125,283.01374999999996,275.82375
2019-10-07,289.75375,291.105,292.94625,287.55375
2019-10-14,297.28000000000003,298.4725,299.29499999999996,287.7975
2019-10-21,307.2275,306.475,308.905,304.04499999999996
2019-10-28,316.99,319.1275,318.69624999999996,312.39750000000004
