date,open,close,low,high
2019-06-21,84.62,82.625,82.41,85.48
2019-06-24,83.135,82.53,82.165,83.695
2019-06-25,83.23,83.63,82.44,83.565
2019-06-26,83.945,83.87,82.67,84.69
2019-06-27,84.94,85.43,83.37,86.265
2019-06-28,84.94,85.43,85.29,85.795
2019-07-01,85.21,84.99,84.215,85.535
2019-07-02,85.47,86.17,84.615,86.28
2019-07-03,86.17,86.17,86.17,86.17
2019-07-05,86.08,88.48,86.04,88.42
2019-07-08,88.02,88.06,87.82,88.8
2019-07-09,88.515,87.455,87.39,88.925
2019-07-10,87.61,88.28,87.44,88.28
2019-07-11,88.24,89.115,87.89,89.31
2019-07-12,89.04,89.46,88.92,89.86
2019-07-15,89.15,89.09,88.58,89.685
2019-07-16,87.66,87.44,86.77,89.61
2019-07-17,87.79,86.5,86.99,87.84
2019-07-18,86.56,85.95,85.84,87.105
2019-07-19,86.58,86.68,85.845,87.06
2019-07-22,86.82,86.685,86.3,87.215
2019-07-23,86.575,87.25,86.495,87.48
2019-07-24,87.25,87.54,86.77,87.785
2019-07-25,87.72,87.63,87.18,87.84
2019-07-26,86.675,87.18,86.37,87.91
2019-07-29,87.02,86.04,86.27,87.35
2019-07-30,85.35,83.11,82.91,87.16
2019-07-31,82.515,81.11,80.85,83.43
2019-08-01,79.57,78.98,78.525,81.535
2019-08-02,79.87,81.245,78.21,81.5
2019-08-05,80.52,81.28,80.19,81.82
2019-08-06,81.795,83.0,80.64,83.36
2019-08-07,83.24,81.95,81.32,83.35
2019-08-08,81.485,81.515,81.18,82.52
2019-08-09,83.77,83.28,81.3,84.335
2019-08-12,81.2,81.025,80.57,84.14
2019-08-13,80.92,79.52,80.71,81.69
2019-08-14,79.52,80.285,79.44,81.09
2019-08-15,82.055,81.105,79.25,82.32
2019-08-16,80.905,80.55,80.68,81.65
2019-08-19,81.77,82.8,80.47,82.32
2019-08-20,83.105,83.29,81.76,83.545
2019-08-21,82.035,80.44,81.6,83.72
2019-08-22,81.47,82.24,80.03,82.765
2019-08-23,82.67,82.06,80.75,82.96
2019-08-26,81.95,83.47,81.95,83.18
2019-08-27,84.17,85.37,82.13,85.05
2019-08-28,85.7,84.48,84.435,85.975
2019-08-29,84.48,84.48,84.44,85.86
2019-08-30,84.07,84.695,83.98,84.48
2019-09-03,88.515,88.51,85.85,88.53
2019-09-04,88.5,87.49,87.38,88.64
2019-09-05,88.41,88.7,87.575,88.97
2019-09-06,88.865,88.685,88.49,89.34
2019-09-09,88.21,86.81,86.66,89.265
2019-09-10,86.81,86.75,85.895,87.32
2019-09-11,87.175,87.64,86.4,87.94
2019-09-12,88.26,87.32,87.15,88.78
2019-09-13,87.01,87.235,86.695,88.755
2019-09-16,86.95,87.56,86.625,87.745
2019-09-17,87.69,88.07,86.87,88.37
2019-09-18,88.45,87.765,87.26,88.555
2019-09-19,87.92,86.68,87.505,88.49
2019-09-20,86.98,87.675,86.68,87.975
2019-09-23,88.49,87.26,87.29,88.68
2019-09-24,91.785,90.785,86.775,92.75
2019-09-25,91.65,92.18,90.19,92.28
2019-09-26,92.0,92.34,91.09,92.855
2019-09-27,92.56,93.945,91.6,93.48
2019-09-30,94.02,92.31,92.71,94.75
2019-10-01,91.05,91.26,91.05,93.03
2019-10-02,91.335,92.23,81.05,92.29
2019-10-03,92.245,93.06,91.78,92.71
2019-10-04,92.775,93.16,92.51,93.47
2019-10-07,90.705,91.73,90.43,93.9
2019-10-08,92.38,92.47,91.65,93.0
2019-10-09,93.38,92.995,92.45,93.45
2019-10-10,94.05,93.86,92.81,94.57
2019-10-11,94.21,94.88,93.6,95.235
2019-10-14,95.055,94.815,94.135,95.145
2019-10-15,94.12,94.865,94.1,94.97
2019-10-16,95.765,95.595,94.53,95.79
2019-10-17,95.595,96.13,94.845,95.88
2019-10-18,96.74,96.23,95.43,96.845
2019-10-21,96.075,95.64,95.55,96.765
2019-10-22,94.875,92.29,92.9,96.825
2019-10-23,92.71,91.5,90.99,93.11
2019-10-24,91.57,90.975,90.77,91.79
2019-10-25,91.06,90.8,90.18,91.405
2019-10-28,89.565,89.565,89.19,90.91
2019-10-29,89.5,90.225,88.03,90.345
2019-10-30,89.975,89.56,88.985,90.38
2019-10-31,90.095,89.18,88.955,90.53
2019-11-01,90.2,89.82,89.005,90.55
2019-11-04,90.07,89.88,89.49,90.32
2019-11-05,90.58,89.4,88.745,90.64
2019-11-06,90.6,90.35,89.4,90.6
2019-11-07,90.3,89.765,89.305,90.35
2019-11-08,89.42,90.04,89.37,90.09
2019-11-11,90.305,89.55,89.745,91.105
2019-11-12,89.695,91.285,89.535,91.545
2019-11-13,91.47,91.275,90.73,91.945
2019-11-14,92.2,92.995,90.99,93.55
2019-11-15,93.37,94.17,92.87,94.255
2019-11-18,94.53,93.59,93.07,95.12
2019-11-19,94.15,93.02,92.99,94.38
2019-11-20,92.55,92.185,92.22,93.25
2019-11-21,92.355,93.34,91.96,93.32
2019-11-22,93.005,93.0,92.75,93.945
2019-11-25,93.64,94.165,90.36,94.0
2019-11-26,94.165,94.165,93.87,94.215
2019-11-27,94.23,93.56,93.4,94.53
2019-11-29,92.345,92.47,91.32,93.775
2019-12-02,92.84,93.72,92.265,93.67
2019-12-03,95.855,95.85,93.605,95.865
2019-12-04,96.55,97.01,95.64,97.305
2019-12-05,97.155,96.63,96.175,97.57
2019-12-06,96.825,97.03,96.625,97.59
2019-12-09,96.82,97.18,96.685,97.32
2019-12-10,97.37,97.72,96.97,98.17
2019-12-11,97.36,97.755,96.925,98.275
2019-12-12,98.16,98.81,97.755,99.335
2019-12-13,99.35,99.64,98.795,100.145
2019-12-16,100.21,100.58,99.6,100.73
2019-12-17,100.52,101.21,99.64,100.965
2019-12-18,99.52,99.58,99.05,101.25
2019-12-19,89.5,90.225,89.36,101.14
2019-12-20,99.89,100.13,89.665,100.64
2019-12-23,100.13,100.13,99.98,100.59
2019-12-24,100.45,100.69,100.13,100.72
2019-12-26,101.53,100.8,100.595,101.79
2019-12-27,100.545,101.345,100.49,101.365
2019-12-30,101.345,101.345,100.7,101.36
2019-12-31,101.41,102.205,101.03,101.65
2020-01-02,101.16,101.82,100.88,102.0
2020-01-03,101.755,101.755,100.99,102.08
2020-01-06,93.39,93.34,93.04,102.73
2020-01-07,101.25,101.52,93.105,101.94
2020-01-08,101.94,101.5,101.505,102.405
2020-01-09,101.8,100.895,100.915,101.8
2020-01-10,100.95,102.205,100.77,102.155
2020-01-13,102.49,102.905,102.015,103.87
2020-01-14,103.275,102.79,102.635,103.61
2020-01-15,102.975,103.37,102.485,103.57
2020-01-16,103.37,104.53,103.265,104.485
2020-01-17,104.53,104.53,104.315,104.545
2020-01-21,104.98,104.48,104.35,105.6
2020-01-22,104.29,103.01,102.64,104.7
2020-01-23,102.295,102.285,101.68,103.83
2020-01-24,100.425,100.41,99.555,102.795
2020-01-27,101.155,99.835,99.99,101.155
2020-01-28,99.13,98.095,97.4,100.56
2020-01-29,98.315,96.23,96.41,98.39
2020-01-30,98.85,99.26,95.94,100.91
2020-01-31,101.93,101.38,99.25,102.755
2020-02-03,101.615,100.56,99.56,102.245
2020-02-04,100.905,100.305,100.2,101.43
2020-02-05,100.01,99.435,99.0,100.535
2020-02-06,99.15,100.0,99.13,100.5
2020-02-07,100.125,100.025,99.17,100.35
2020-02-10,101.38,101.435,99.595,102.76
2020-02-11,101.25,101.52,100.53,103.075
2020-02-12,103.63,103.56,101.755,103.88
2020-02-13,103.56,103.56,102.455,103.56
2020-02-14,102.955,102.025,101.805,103.56
2020-02-18,102.445,102.555,101.965,103.38
2020-02-19,102.04,100.23,100.29,102.57
2020-02-20,95.71,95.93,95.3,100.35
2020-02-21,96.365,92.89,94.73,96.96
2020-02-24,93.07,92.02,92.68,95.51
2020-02-25,92.02,88.55,88.73,94.64
2020-02-26,85.685,85.64,85.685,93.0
2020-02-27,98.305,100.21,85.16,100.015
2020-02-28,89.59,92.6,89.82,100.67
2020-03-02,92.59,90.91,90.61,94.94
2020-03-03,90.91,93.81,90.755,93.15
2020-03-04,93.81,90.635,89.955,93.82
2020-03-05,90.635,88.455,85.9,90.82
2020-03-06,88.455,84.07,80.92,88.65
2020-03-09,86.63,88.31,83.01,87.735
2020-03-10,84.13,83.99,82.08,88.39
2020-03-11,78.14,74.18,73.05,84.54
2020-03-12,78.075,75.465,71.845,78.13
2020-03-13,75.465,66.88,63.46,75.465
2020-03-16,67.325,69.97,62.405,73.29
2020-03-17,64.46,64.17,60.0,70.79
2020-03-18,71.62,67.39,62.88,103.43
2020-03-19,65.455,62.825,62.025,70.77
2020-03-20,65.75,72.63,60.61,70.68
2020-03-23,79.81,79.12,69.55,82.88
2020-03-24,80.25,84.26,78.455,86.86
2020-03-25,81.94,83.27,79.685,84.99
2020-03-26,84.24,85.19,81.525,85.66
2020-03-27,85.04,82.77,83.13,85.96
2020-03-30,79.33,79.24,78.53,84.79
2020-03-31,78.915,80.0,78.545,81.55
2020-04-01,79.35,78.87,77.28,80.5
2020-04-02,82.46,82.28,77.93,84.26
2020-04-03,89.59,92.6,81.53,91.07
2020-04-06,84.69,85.27,83.66,90.6
2020-04-07,86.705,86.785,84.695,87.09
2020-04-08,86.785,86.785,85.64,87.375
2020-04-09,86.785,84.435,84.15,86.785
2020-04-13,84.74,85.07,83.75,87.71
2020-04-14,85.29,86.355,83.79,86.49
2020-04-15,88.97,89.87,85.16,90.23
2020-04-16,88.37,87.91,88.12,89.98
2020-04-17,85.87,85.18,85.305,89.43
2020-04-20,88.85,88.85,85.09,89.315
2020-04-21,67.005,70.24,64.2,89.135
2020-04-22,89.0,89.38,66.56,89.155
2020-04-23,90.53,88.795,88.35,90.65
2020-04-24,89.98,88.05,88.64,91.38
2020-04-27,87.08,87.18,86.505,90.89
2020-04-28,85.59,85.46,84.85,87.725
2020-04-29,84.74,85.78,84.41,85.75
2020-04-30,86.62,87.19,84.685,87.53
2020-05-01,87.845,88.44,87.135,88.515
2020-05-04,89.655,88.485,87.64,90.24
2020-05-05,89.935,89.905,88.4,90.02
2020-05-06,89.935,89.905,89.87,90.48
2020-05-07,89.935,89.905,89.61,90.62
2020-05-08,91.655,88.35,84.675,91.655
2020-05-11,87.24,87.25,85.69,90.47
2020-05-12,88.63,88.345,85.21,89.505
2020-05-13,86.825,86.855,84.985,89.1
2020-05-14,89.43,90.965,84.935,89.995
2020-05-15,90.09,91.005,89.575,91.6
2020-05-18,90.87,91.49,90.87,93.82
2020-05-19,93.695,93.68,91.48,93.845
2020-05-20,92.81,94.315,84.16,94.27
2020-05-21,93.9,93.895,93.38,94.54
2020-05-22,93.72,93.72,89.89,94.39
2020-05-26,98.54,98.5,96.53,99.985
2020-05-27,100.14,98.49,92.55,100.67
2020-05-28,98.28,98.44,97.05,100.2
2020-05-29,98.19,98.215904882368,93.72,99.335
2020-06-01,98.4,98.58,97.89,100.755
2020-06-02,103.25,103.185,98.86,104.53
2020-06-03,103.45,101.25,99.45,103.81
2020-06-04,103.66,104.11,97.9,103.9033
2020-06-05,104.0,101.28,101.39,104.69
2020-06-08,103.05,102.71,102.66,104.3
2020-06-09,102.82,104.29,101.74,103.77
2020-06-10,98.35,95.15,96.15,104.595
2020-06-11,97.585,96.47,94.75,97.585
2020-06-12,102.93,102.56,94.78,103.77
2020-06-15,93.9,96.43,93.44,98.08
2020-06-16,101.25,97.84,97.71,101.34
2020-06-17,99.0,99.04,98.89,100.24
2020-06-18,98.69,99.21,97.85,99.42
2020-06-19,99.97,98.45,95.78,100.14
2020-06-22,96.85,95.78,96.0162,99.54
2020-06-23,101.15,99.51,100.71,102.22
2020-06-24,100.94,101.92,98.09,101.85
2020-06-25,99.35,100.08,97.52,102.73
2020-06-26,98.5,101.4,93.57,98.78
2020-06-29,93.7,93.67,93.7,96.0
2020-06-30,96.0,95.87,95.64,98.3
2020-07-01,98.5,98.05,97.09,98.7152
2020-07-02,98.78,97.4,98.02,99.66
2020-07-06,99.62,98.43,99.04,100.03
2020-07-07,99.22,99.95,96.92,99.55
2020-07-08,97.5,97.07,96.96,98.98
2020-07-09,98.55,98.84,96.37,98.91
2020-07-10,97.0,96.99,95.72,98.05
2020-07-13,98.25,97.99,96.26,98.94
2020-07-14,96.33,96.46,95.51,97.25
2020-07-15,98.41,96.76,97.31,99.04
2020-07-16,97.5,98.54,97.035,98.23
2020-07-17,96.95,97.26,96.04,97.23
2020-07-20,95.5,96.28,95.11,96.35
2020-07-21,96.92,95.65,96.1,99.0
2020-07-22,98.16,98.36,97.91,98.99
2020-07-23,98.35,98.91,97.72,100.18
2020-07-24,98.14,98.3,97.7007,99.36
2020-07-27,96.96,98.43,96.89,98.4
2020-07-28,96.95,97.21,96.16,97.47
2020-07-29,96.43,96.27,96.295,97.55
2020-07-30,96.47,96.97,95.7965,97.23
2020-07-31,96.89,96.82,96.3,97.65
2020-08-03,98.03,97.61,97.82,99.29
2020-08-04,97.79,98.33,96.55,97.95
2020-08-05,97.27,97.33,97.27,101.24
2020-08-06,100.64,100.94,100.03,101.18
2020-08-07,101.0,100.45,99.89,101.91
2020-08-10,102.47,101.86,102.4,106.83
2020-08-11,106.85,105.41,104.86,107.3299
2020-08-12,105.72,105.12,103.38,105.89
2020-08-13,105.3,105.22,105.2,106.99
2020-08-14,106.12,106.52,105.46,106.78
2020-08-17,106.5,106.43,105.115,106.5
2020-08-18,106.46,105.66,105.47,107.0
2020-08-19,107.69,106.97,107.35,109.69
2020-08-20,107.56,108.39,107.35,108.74
2020-08-21,108.025,108.01,107.77,109.765
2020-08-24,110.0,109.75,109.9,112.0
2020-08-25,112.0,111.83,111.09,112.28
2020-08-26,111.92,111.51,111.29,112.09
2020-08-27,111.99,111.53,110.5,112.8
2020-08-28,111.01,110.59869018528,110.57,112.67
2020-08-31,112.14,112.29,111.14,112.52
2020-09-01,112.0,111.89,111.83,114.9
2020-09-02,115.06,114.84,114.5,117.41
2020-09-03,116.8,116.8,112.0,116.9
2020-09-04,112.96,112.85,110.21,113.75
2020-09-08,111.18,112.4,110.63,113.81
2020-09-09,113.02,112.72,112.72,116.21
2020-09-10,115.9,114.9,113.9975,118.227
2020-09-11,116.76,114.79,116.42,119.25
2020-09-14,118.5,118.0,118.17,119.93
2020-09-15,119.63,119.28,119.265,120.465
2020-09-16,118.31,119.27,118.16,119.69
2020-09-17,117.34,118.59,115.8,118.55
2020-09-18,115.98,116.36,114.635,117.83
2020-09-21,112.95,114.66,111.74,114.06
2020-09-22,113.1,113.37,112.85,127.98
2020-09-23,130.22,116.87,125.26,131.39
2020-09-24,126.44,127.11,123.3,127.54
2020-09-25,123.65,124.75,122.27,124.75
2020-09-28,125.16,124.23,123.885,126.19
2020-09-29,124.34,124.32,123.96,127.1
2020-09-30,126.1,126.35,125.1647,127.28
2020-10-01,127.73,125.54,125.31,127.73
2020-10-02,124.35,126.64,123.59,126.8
2020-10-05,127.07,126.64,126.45,128.5
2020-10-06,128.84,127.91,127.2654,130.44
2020-10-07,128.4,127.65,128.25,130.41
2020-10-08,130.4,130.06,129.51,130.9289
2020-10-09,129.99,129.71,129.3254,131.19
2020-10-12,131.19,130.98,129.26,131.34
2020-10-13,128.05,129.46,127.96,129.87
2020-10-14,129.53,129.2,127.0,129.6
2020-10-15,126.48,127.66,126.11,129.0999
2020-10-16,129.67,129.0,127.55,130.19
2020-10-19,128.55,128.55,127.05,129.76
2020-10-20,128.58,129.37,127.71,129.895
2020-10-21,128.5,128.49,128.45,131.38
2020-10-22,129.6,129.43,128.65,130.26
2020-10-23,130.0,130.02,127.045,130.6
2020-10-26,129.06,129.99,122.155,129.62
2020-10-27,128.78,128.37,121.1,130.38
2020-10-28,128.71,127.98,121.1,129.98
2020-10-29,122.28,122.08,121.15,124.19
2020-10-30,123.66,122.86,118.8,123.66
2020-11-02,122.37,120.08,121.1,124.1
2020-11-03,124.01,122.39,123.19,125.5
2020-11-04,125.33,124.59,123.28,128.93
