date,open,close,high,low
2020-03-09,383.13499999999993,370.485,399.815,352.84000000000003
2020-03-16,347.09499999999997,346.135,398.55,315.065
2020-03-23,410.8,414.73,428.26,401.32499999999993
2020-03-30,415.00499999999994,419.02,427.98,398.94499999999994
2020-04-06,345.015,343.075,348.96,338.235
2020-04-13,437.35,438.16499999999996,445.445,427.46500000000003
2020-04-20,423.59499999999997,423.64500000000004,451.21000000000004,394.255
2020-04-27,434.44999999999993,435.355,439.76,428.71999999999997
2020-05-04,448.70000000000005,445.31500000000005,453.245,438.245
2020-05-11,445.845,448.65999999999997,454.02000000000004,435.575
2020-05-18,374.125,375.61,377.045,358.90999999999997
2020-05-25,493.55000000000007,492.22590488236796,500.945,477.74
2020-06-01,517.41,512.5350000000001,521.2333,500.26
2020-06-08,495.58500000000004,494.9,507.79999999999995,480.85999999999996
2020-06-15,495.76,490.31999999999994,500.68,486.24620000000004
2020-06-22,493.64,496.58,501.58000000000004,483.59
2020-06-29,392.9,389.75000000000006,396.7052,389.79
2020-07-06,490.52,490.84000000000003,494.43,482.23
2020-07-13,484.69,485.29999999999995,488.1,481.00500000000005
2020-07-20,488.5299999999999,489.65,495.93000000000006,486.3207
2020-07-27,484.77,484.88,489.19,482.37149999999997
2020-08-03,499.16999999999996,498.91,509.10999999999996,496.14
2020-08-10,530.49,528.7,533.4899,524.015
2020-08-17,539.735,538.78,547.1949999999999,537.8399999999999
2020-08-24,559.0600000000001,557.75869018528,562.36,554.59
2020-08-31,456.82,456.38,462.96000000000004,448.53999999999996
2020-09-07,575.36,572.81,587.4269999999999,571.9375
2020-09-14,584.21,588.16,590.595,579.6
2020-09-21,618.5699999999999,606.33,637.85,607.565
2020-09-28,629.5899999999999,629.49,637.4100000000001,624.4747000000001
2020-10-05,648.8199999999999,646.3100000000001,654.3089000000001,643.6107999999999
2020-10-12,642.28,643.8699999999999,648.5199,635.67
2020-10-19,645.74,647.3000000000001,651.755,634.01
2020-10-26,625.8,621.37,632.3100000000001,603.25
2020-11-02,643.5,632.9200000000001,651.1,632.0301999999999
2020-11-09,642.73,639.2399999999999,646.6721,633.245
2020-11-16,663.15,658.84,667.11,655.5600000000001
2020-11-23,539.16,538.62,543.2198999999999,533.8600000000001
2020-11-30,680.7800000000001,679.5960102571601,687.03,676.74
2020-12-07,693.4,691.65,698.6972999999999,685.5899999999999
2020-12-14,702.3299999999999,691.79,709.76,692.99
2020-12-21,569.25,569.83,572.62,564.9338
2020-12-28,569.54,567.0500000000001,570.4300000000001,559.78
2021-01-04,714.6,714.9799999999999,724.7899,710.8307
2021-01-11,575.55,576.44,579.6865,567.62
2021-01-18,703.86,703.7500000000001,709.3196,693.595
2021-01-25,671.66,671.98,678.6400000000001,661.9268
2021-02-01,702.8,699.67,712.4217,697.51
2021-02-08,572.16,571.1999999999999,574.96,566.41
2021-02-15,714.6199999999999,714.9300000000001,721.2850000000001,700.21
2021-02-22,680.23,678.49401243938,690.27,668.92
2021-03-01,670.75,674.32,685.87,655.16
2021-03-08,708.4300000000001,694.5550000000001,711.875,676.4649999999999
2021-03-15,712.2850000000001,715.07,718.96,692.2649999999999
2021-03-22,667.0799999999999,670.18,688.655,644.2
2021-03-29,532.89,531.12,539.895,525.29
2021-04-05,677.3199999999999,677.95,688.05,668.895
2021-04-12,661.695,670.4199999999998,675.215,647.915
2021-04-19,655.3750000000001,648.95,663.355,638.115
2021-04-26,657.2349999999999,660.3000000000001,667.71,649.96
2021-05-03,673.125,668.0900000000001,684.88,661.0550000000001
2021-05-10,681.6800000000001,676.45,688.09,666.8
2021-05-17,671.055,670.86,677.5250000000001,661.4649999999999
2021-05-24,542.61,541.8299999999999,551.485,538.135
2021-05-31,669.835,673.05,680.615,663.0000000000001
2021-06-07,660.2149999999999,662.06,669.84,652.455
2021-06-14,648.885,649.3799999999999,656.05,640.23
2021-06-21,726.1250000000001,683.61,749.345,658.5
2021-06-28,308.28499999999997,308.31,312.455,305.52
